aid,title,more_info,Class,Aids or not,publication_date,source_name,country,extracted_organizations,extracted_locations,url
2.02E+16,China-US Cable Network Nearly Ready for Service,China-US Cable Network Nearly Ready for Service China Telecom|Chinese|Basarwa|Asian,Economy,,2000-01-11T00:00:00Z,BulkLexisNexis,"Republic of Korea, South Korea|Taiwan|Japan|People's Republic of China, China|United States",China Telecom|Chinese|Basarwa|Asian,San Luis Obispo|Asian Pacific|U.S.|Asia|China|Japan|Taiwan|America|California|Republic of Korea,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-920W-00000-00&context=1516831
2.02E+16,"Chinese Defense Leaves for U.K., Russia, ROK, Mongolia","Chinese Defense Leaves for U.K., Russia, ROK, Mongolia PLA Air Force|Shenyang Military Area Command|Central Military Commission|ROK National Defense|PLA|Defense Sharavdorjiin Tuvdendorj|Defense Ministry|PLA Navy|Foreign Affairs Office Luo Bin , and Deputy|PLA Beijing Military Area Command Zang Wenqing|British|Russian|Luo|Chinese|Mongol",Politics,,2000-01-11T00:00:00Z,BulkLexisNexis,"Russian Federation, Russia|Republic of Korea, South Korea|United Kingdom of Great Britain and Northern Ireland, United Kingdom|Mongolia","PLA Air Force|Shenyang Military Area Command|Central Military Commission|ROK National Defense|PLA|Defense Sharavdorjiin Tuvdendorj|Defense Ministry|PLA Navy|Foreign Affairs Office Luo Bin , and Deputy|PLA Beijing Military Area Command Zang Wenqing|British|Russian|Luo|Chinese|Mongol",Mongolia|United Kingdom|Republic of Korea|Russia,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-920X-00000-00&context=1516831
2.02E+16,Chinese Defense Minister Arrives in London,"Chinese Defense Minister Arrives in London PLA Air Force|Shenyang Military Area Command|Central Military Commission|PLA|Defense Ministry|PLA Navy|Foreign Affairs Office Luo Bin , and Deputy|PLA Beijing Military Area Command Zang Wenqing|British|Luo|Chinese",Politics,,2000-01-11T00:00:00Z,BulkLexisNexis,"Russian Federation, Russia|Republic of Korea, South Korea|United Kingdom of Great Britain and Northern Ireland, United Kingdom|Mongolia","PLA Air Force|Shenyang Military Area Command|Central Military Commission|PLA|Defense Ministry|PLA Navy|Foreign Affairs Office Luo Bin , and Deputy|PLA Beijing Military Area Command Zang Wenqing|British|Luo|Chinese",Mongolia|London|United Kingdom|Britain|Republic of Korea|Russia,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-920Y-00000-00&context=1516831
2.02E+16,"Chinese Legislator on Asia Pacific Politics, Security","Chinese Legislator on Asia Pacific Politics, Security National People 's Congress of China|United Nations Charter and|Foreign Affairs Committee|Asia Pacific Parliamentary Forum|APPF|Chinese|Korean|Asian|United Nations",Politics,,2000-01-11T00:00:00Z,BulkLexisNexis,"Democratic Republic of Timor-Leste, East Timor",National People 's Congress of China|United Nations Charter and|Foreign Affairs Committee|Asia Pacific Parliamentary Forum|APPF|Chinese|Korean|Asian|United Nations,Asia Pacific|Tokyo|East Timor|Korean Peninsula|Canberra|APPF,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-9210-00000-00&context=1516831
2.02E+16,Chinese Vice-Premier Meets Japanese Guests,Chinese Vice-Premier Meets Japanese Guests State Development Planning Commission|Economic Planning Agency of Japan|Chinese|Asian,Politics,,2000-01-11T00:00:00Z,BulkLexisNexis,"Japan|People's Republic of China, China",State Development Planning Commission|Economic Planning Agency of Japan|Chinese|Asian,China|Japan,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-9211-00000-00&context=1516831
2.02E+16,Chinese Vice-Premier Meets U.S. Businessman,Chinese Vice-Premier Meets U.S. Businessman Hauler Joint Stock Company Ltd|U.S. Terex Corporation|World Trade Organization|Chinese,Politics,,2000-01-11T00:00:00Z,BulkLexisNexis,"People's Republic of China, China",Hauler Joint Stock Company Ltd|U.S. Terex Corporation|World Trade Organization|Chinese,Inner Mongolia|China,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-9212-00000-00&context=1516831
2.02E+16,Chinese Vice-Premier Meets U.S. Congressman,Chinese Vice-Premier Meets U.S. Congressman Chinese,Politics,,2000-01-11T00:00:00Z,BulkLexisNexis,United States,Chinese,U.S.,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-9213-00000-00&context=1516831
2.02E+16,Chinese Vice-Premier Meets U.S. Guests,Chinese Vice-Premier Meets U.S. Guests National Council of the U.S.|China Relations|National Council of U.S.|Institute of Foreign Affairs|Chinese,Politics,,2000-01-11T00:00:00Z,BulkLexisNexis,"People's Republic of China, China|United States",National Council of the U.S.|China Relations|National Council of U.S.|Institute of Foreign Affairs|Chinese,U.S.|China,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-9214-00000-00&context=1516831
2.02E+16,Civil Servants' Retirement Age Extension Demanded in Malaysia,Civil Servants' Retirement Age Extension Demanded in Malaysia MTUC|New Straits Times|Cabinet|Malaysian Trades Union Congress|CUEPACS|Malay,Local,,2000-01-11T00:00:00Z,BulkLexisNexis,Malaysia,MTUC|New Straits Times|Cabinet|Malaysian Trades Union Congress|CUEPACS|Malay,Malaysia,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-9215-00000-00&context=1516831
2.02E+16,Clinton Plans to Spend More Money on National Missile Defense,Clinton Plans to Spend More Money on National Missile Defense NMD|Pentagon|Defense Department|National Missile Defense,Local,,2000-01-11T00:00:00Z,BulkLexisNexis,United States,NMD|Pentagon|Defense Department|National Missile Defense,U.S.|United States,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-9216-00000-00&context=1516831
2.02E+16,Clinton Proposes $1.6 Billion in Aid to Colombia to Fight Drugs,Clinton Proposes $1.6 Billion in Aid to Colombia to Fight Drugs Colombian,Economy,1,2000-01-11T00:00:00Z,BulkLexisNexis,"United States|Republic of Colombia, Colombia",Colombian,Colombia|U.S.,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-9217-00000-00&context=1516831
2.02E+16,"Colds, Flu Cut U.S. Blood Supply","Colds, Flu Cut U.S. Blood Supply ABC|Blood Centers|U.S. Centers for Disease Control|United Blood Services",Local,,2000-01-11T00:00:00Z,BulkLexisNexis,United States,ABC|Blood Centers|U.S. Centers for Disease Control|United Blood Services,New York|U.S.|America|California|Arizona|Pennsylvania,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-9219-00000-00&context=1516831
2.02E+16,Congo Transitional Council Speaker to Visit China,Congo Transitional Council Speaker to Visit China National Transitional Council|Standing Committee|National People 's Congress|Foreign Ministry,Politics,,2000-01-11T00:00:00Z,BulkLexisNexis,"People's Republic of China, China",National Transitional Council|Standing Committee|National People 's Congress|Foreign Ministry,China|Republic of Congo,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-921B-00000-00&context=1516831
2.02E+16,Corinthians Enter World Club Championships Final,Corinthians Enter World Club Championships Final Real Madrid|Corinthians|Brazilian,Entertainment,,2000-01-11T00:00:00Z,BulkLexisNexis,"Kingdom of Spain, Spain",Real Madrid|Corinthians|Brazilian,Spain,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-921C-00000-00&context=1516831
2.02E+16,Court Ruling: Death Sentence for 13 Pirates Upheld,Court Ruling: Death Sentence for 13 Pirates Upheld Intermediate People 's Court of Shanwei|Intermediate People 's Court of Sanwei|Cheung Son|Guangdong Provincial Higher People 's Court|Singaporean|Indonesian|Chinese,Politics,,2000-01-11T00:00:00Z,BulkLexisNexis,"People's Republic of China, China|Republic of Singapore, Singapore",Intermediate People 's Court of Shanwei|Intermediate People 's Court of Sanwei|Cheung Son|Guangdong Provincial Higher People 's Court|Singaporean|Indonesian|Chinese,South China Sea|Singapore|Guangdong Province|China,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-921D-00000-00&context=1516831
2.02E+16,Customs Revenue Hits 158 Billion Yuan in 1999,Customs Revenue Hits 158 Billion Yuan in 1999 GAC|Zhanjiang Customs Office|General Administration of Customs,Economy,,2000-01-11T00:00:00Z,BulkLexisNexis,"People's Republic of China, China|United States",GAC|Zhanjiang Customs Office|General Administration of Customs,U.S.|China,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-921F-00000-00&context=1516831
2.02E+16,Defending Champion Rubin Adances in Tasmanian Tennis,Defending Champion Rubin Adances in Tasmanian Tennis American|Australian,Entertainment,,2000-01-11T00:00:00Z,BulkLexisNexis,"Kingdom of Spain, Spain|Republic of France, France|Commonwealth of Australia, Australia|Romania",American|Australian,Untied States|Romania|Australia|France|Hobart|Spain,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-921G-00000-00&context=1516831
2.02E+16,Dollarization Viewed as Cure for Ecuador's Economy,Dollarization Viewed as Cure for Ecuador's Economy Latin,Economy,,2000-01-11T00:00:00Z,BulkLexisNexis,"United States|Republic of Ecuador, Ecuador",Latin,Ecuador|U.S.|Latin America,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-921H-00000-00&context=1516831
2.02E+16,"EU, Japan Call For Early New Round of WTO Talks","EU, Japan Call For Early New Round of WTO Talks EU|WTO|The European Union|Japan Joint Statement|European Commission|World Trade Organization|European|Japanese|European Union",Politics,,2000-01-11T00:00:00Z,BulkLexisNexis,Japan,EU|WTO|The European Union|Japan Joint Statement|European Commission|World Trade Organization|European|Japanese|European Union,Japan,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-921J-00000-00&context=1516831
2.02E+16,"EU, Japan to Cooperate in New WTO Round","EU, Japan to Cooperate in New WTO Round EU|WTO|Trade and Industry|European Union|World Trade Organization|Konos|European|Japanese",Politics,,2000-01-11T00:00:00Z,BulkLexisNexis,Japan|United States,EU|WTO|Trade and Industry|European Union|World Trade Organization|Konos|European|Japanese,Brussels|U.S.|Seattle|Japan|Fukaya,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-921K-00000-00&context=1516831
2.02E+16,East China Zone Encourages High-Tech Industries,East China Zone Encourages High-Tech Industries Ningbo Economic and Technological Development Zone|NETDZ|State Council,Economy,,2000-01-11T00:00:00Z,BulkLexisNexis,"Japan|People's Republic of China, China|United States|Republic of Singapore, Singapore",Ningbo Economic and Technological Development Zone|NETDZ|State Council,Singapore|U.S.|United States|China|Japan|Zhejiang Province,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-921M-00000-00&context=1516831
2.02E+16,Egypt to Compensate Victims of Religious Violence,Egypt to Compensate Victims of Religious Violence People 's Assembly|Social Affairs Committee|Social Affairs Ministry|Minority|Coptic Christian|Christian|Muslim,Conflict,,2000-01-11T00:00:00Z,BulkLexisNexis,"Arab Republic of Egypt, Egypt|United States",People 's Assembly|Social Affairs Committee|Social Affairs Ministry|Minority|Coptic Christian|Christian|Muslim,U.S.|Cairo|Egypt,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-921N-00000-00&context=1516831
2.02E+16,Embargo Kills 1.2 Million Iraqi Children: Minister,Embargo Kills 1.2 Million Iraqi Children: Minister U.N. Sanctions Committee|U.N.|Iraqi News Agency|British|Iraqi,Conflict,,2000-01-11T00:00:00Z,BulkLexisNexis,"State of Kuwait, Kuwait|Republic of Iraq, Iraq|United States",U.N. Sanctions Committee|U.N.|Iraqi News Agency|British|Iraqi,U.S.|Baghdad|Iraq|Kuwait,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-921P-00000-00&context=1516831
2.02E+16,English F.A. Look Into New Technology,English F.A. Look Into New Technology Wolves|The Football Association of England|Sheffield Wednesday|FA,Entertainment,,2000-01-11T00:00:00Z,BulkLexisNexis,,Wolves|The Football Association of England|Sheffield Wednesday|FA,England,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-921S-00000-00&context=1516831
2.02E+16,Enhancing US-China Understanding Accords with Common Interests,Enhancing US-China Understanding Accords with Common Interests NCUSCR|Xinhua|Johns Hopkins University|World Bank|National Committee|Chinese,Politics,,2000-01-11T00:00:00Z,BulkLexisNexis,"People's Republic of China, China|United States",NCUSCR|Xinhua|Johns Hopkins University|World Bank|National Committee|Chinese,Beijing|U.S.|United States|China,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-921T-00000-00&context=1516831
2.02E+16,Envoys of New Zealand and Guatemala Renamed Coordinator on Millennium Summit,Envoys of New Zealand and Guatemala Renamed Coordinator on Millennium Summit United Nations|General Assembly|Millennium Summit|Millennium Assembly|U.N.|Namibian,Politics,,2000-01-11T00:00:00Z,BulkLexisNexis,"Republic of Guatemala, Guatemala|New Zealand",United Nations|General Assembly|Millennium Summit|Millennium Assembly|U.N.|Namibian,New Zealand|Guatemala|Millennium Summit,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-921V-00000-00&context=1516831
2.02E+16,Estrada Not to Abandon Charter Change Totally,Estrada Not to Abandon Charter Change Totally Congress|Social Weather Station|Catholic Church|Catholic,Local,,2000-01-11T00:00:00Z,BulkLexisNexis,,Congress|Social Weather Station|Catholic Church|Catholic,Manila|Constitution,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-921W-00000-00&context=1516831
2.02E+16,Ethiopia Vows to Stand Against External Pressure,Ethiopia Vows to Stand Against External Pressure Foreign Affairs|Washington Post|Organization of African Unity|OAU|Peoples|Foreign Relations Committee of the U.S. Congress|House|Eritrean|Ethiopian|African,Politics,,2000-01-11T00:00:00Z,BulkLexisNexis,"Federal Democratic Republic of Ethiopia, Ethiopia|United States|State of Eritrea, Eritrea",Foreign Affairs|Washington Post|Organization of African Unity|OAU|Peoples|Foreign Relations Committee of the U.S. Congress|House|Eritrean|Ethiopian|African,Eritrea|United States|Ethiopia,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-921X-00000-00&context=1516831
2.02E+16,"Ethiopia to Survey Child Birth, Mortality Rates","Ethiopia to Survey Child Birth, Mortality Rates United Nations Children 's Fund|Central Statistics Authority|United Nations",Local,,2000-01-11T00:00:00Z,BulkLexisNexis,"Federal Democratic Republic of Ethiopia, Ethiopia",United Nations Children 's Fund|Central Statistics Authority|United Nations,Ethiopia|Horn of Africa,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-921Y-00000-00&context=1516831
2.02E+16,FIBA Signs New EuroLeague Marketing Deal,FIBA Signs New EuroLeague Marketing Deal ISL Worldwide|International Basketball Federation|FIBA,Entertainment,,2000-01-11T00:00:00Z,BulkLexisNexis,"Switzerland|Hellenic Republic, Greece",ISL Worldwide|International Basketball Federation|FIBA,Greece|Europe|Lucerne|Switzerland,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-9220-00000-00&context=1516831
2.02E+16,FM Spokesman on Iraqi Deputy PM's China Visit,FM Spokesman on Iraqi Deputy PM's China Visit United Nations Security Council|Security Council|United Nations|Foreign Ministry|UN Security Council|Chinese|Iraqi,Politics,,2000-01-11T00:00:00Z,BulkLexisNexis,"Republic of Iraq, Iraq|People's Republic of China, China",United Nations Security Council|Security Council|United Nations|Foreign Ministry|UN Security Council|Chinese|Iraqi,Beijing|China|Iraq,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-9221-00000-00&context=1516831
2.02E+16,FM Spokesman: DPRK Sneakers into China to be Dealt With According to Law,FM Spokesman: DPRK Sneakers into China to be Dealt With According to Law DPRK|Foreign Ministry|Democratic People 's Republic of Korea|Chinese|Korean,Politics,,2000-01-11T00:00:00Z,BulkLexisNexis,"Russian Federation, Russia|People's Republic of China, China",DPRK|Foreign Ministry|Democratic People 's Republic of Korea|Chinese|Korean,DPRK|China|Korean Peninsula|Russia,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-9222-00000-00&context=1516831
2.02E+16,Filipino Families Displaced in Military-Rebel Clashes,Filipino Families Displaced in Military-Rebel Clashes Philippine News Agency|PNA|MILF|Moro Islamic Liberation Front|Philippine Air Force|Rebels|Muslim,Conflict,,2000-01-11T00:00:00Z,BulkLexisNexis,"Republic of the Philippines, Philippines",Philippine News Agency|PNA|MILF|Moro Islamic Liberation Front|Philippine Air Force|Rebels|Muslim,Cotabato City|Talayan|Philippines|Shariff Aguak,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-9223-00000-00&context=1516831
2.02E+16,France Suspends Part of Military Cooperation With Cote d'Ivoire,France Suspends Part of Military Cooperation With Cote d'Ivoire Foreign Ministry|French|Junta|African,Conflict,,2000-01-11T00:00:00Z,BulkLexisNexis,"Republic of France, France|Republic of Cote d'Ivoire, Ivory Coast",Foreign Ministry|French|Junta|African,Cote d'Ivoire|France,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-9224-00000-00&context=1516831
2.02E+16,France Warns Dakar Auto Rally Against Terrorist Attack in Niger,France Warns Dakar Auto Rally Against Terrorist Attack in Niger Foreign Ministry|French|Terrorists,Conflict,,2000-01-11T00:00:00Z,BulkLexisNexis,"Libya|Republic of Niger, Niger",Foreign Ministry|French|Terrorists,Dirkou|Tenere|Agades|Dakar|Niamey|Niger|Cairo|Zinder|Libya|Paris,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-9225-00000-00&context=1516831
2.02E+16,France Warns Dakar Rally Against Terrorist Attack in Niger,France Warns Dakar Rally Against Terrorist Attack in Niger Foreign Ministry|French|Terrorists,Conflict,,2000-01-11T00:00:00Z,BulkLexisNexis,"Libya|Republic of Niger, Niger",Foreign Ministry|French|Terrorists,Dirkou|Tenere|Agades|Dakar|Niamey|Niger|Cairo|Zinder|Libya|Paris,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-9226-00000-00&context=1516831
2.02E+16,Frazier Wins Second Round Match in Tasmanian Tennis,Frazier Wins Second Round Match in Tasmanian Tennis Tasmanian International|Romanian|Belgian,Entertainment,,2000-01-11T00:00:00Z,BulkLexisNexis,"Kingdom of Spain, Spain|Republic of France, France|Commonwealth of Australia, Australia|State of Israel, Israel|United States",Tasmanian International|Romanian|Belgian,United States|Israel|Australia|France|Hobart|Spain,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-9227-00000-00&context=1516831
2.02E+16,French Defense Minister Says France Backs Plan to Arrest Karadzic,French Defense Minister Says France Backs Plan to Arrest Karadzic United Nations Security Council|International Tribunal|Hague|NATO|French|Serbian|Bosnian Serbs|United Nations,Conflict,,2000-01-11T00:00:00Z,BulkLexisNexis,"Republic of France, France|Federal Republic of Yugoslavia|Bosnia and Herzegovina",United Nations Security Council|International Tribunal|Hague|NATO|French|Serbian|Bosnian Serbs|United Nations,Bosnia|Yugoslavia|France|Pale,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-9228-00000-00&context=1516831
2.02E+16,French FM to Visit Egypt on Saturday,French FM to Visit Egypt on Saturday News Agency|Israeli|French|Palestinian,Politics,,2000-01-11T00:00:00Z,BulkLexisNexis,"Syrian Arab Republic, Syria|State of Israel, Israel|Arab Republic of Egypt, Egypt",News Agency|Israeli|French|Palestinian,Middle East|Cairo|Egypt|Israel|Syria,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-9229-00000-00&context=1516831
2.02E+16,French Foreign Minister to Visit Egypt on Mideast Peace,French Foreign Minister to Visit Egypt on Mideast Peace Foreign Ministry|Israeli|French|Palestinian,Politics,,2000-01-11T00:00:00Z,BulkLexisNexis,"Syrian Arab Republic, Syria|State of Israel, Israel|Arab Republic of Egypt, Egypt",Foreign Ministry|Israeli|French|Palestinian,Middle East|West Bank|Egypt|Israel|Syria|Washington,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-922B-00000-00&context=1516831
2.02E+16,French Minister to Tour Africa in Support of Lusaka Truce Agreement,French Minister to Tour Africa in Support of Lusaka Truce Agreement Cooperation|Foreign Ministry|U.N.|French|Rebels|Bakongo,Politics,,2000-01-11T00:00:00Z,BulkLexisNexis,"Republic of the Congo|Republic of Zambia, Zambia|Republic of Zimbabwe, Zimbabwe|Republic of Uganda, Uganda|Republic of Rwanda, Rwanda|United Republic of Tanzania, Tanzania|Republic of Namibia, Namibia|Democratic Republic of the Congo|Republic of Angola, Angola",Cooperation|Foreign Ministry|U.N.|French|Rebels|Bakongo,Angola|Democratic Republic of Congo|Kigali|Namibia|Tanzania|Rwanda|Uganda|Zimbabwe|Zambia|Lusaka|Congo,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-922C-00000-00&context=1516831
2.02E+16,GEC Singapore Headquarters to Move to Shanghai,GEC Singapore Headquarters to Move to Shanghai GEC Singapore|Singaporean|Asian,Economy,,2000-01-11T00:00:00Z,BulkLexisNexis,"People's Republic of China, China|United States",GEC Singapore|Singaporean|Asian,Pudong New Area|Co.|U.S.|Asia|Shanghai|China|Pudong|East China,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-922D-00000-00&context=1516831
2.02E+16,German Women Allowed to Serve Under Arms,German Women Allowed to Serve Under Arms National Defense|Equal Treatment Directive|European Court of Justice|Bundeswehr|European Communities|German|European,Local,,2000-01-11T00:00:00Z,BulkLexisNexis,"Federal Republic of Germany, Germany|Repubblica Italiana, Italy|Grand Duchy of Luxembourg, Luxembourg",National Defense|Equal Treatment Directive|European Court of Justice|Bundeswehr|European Communities|German|European,Rome|Hannover|Luxembourg|Italy|Germany,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-922G-00000-00&context=1516831
2.02E+16,Germany Achieves Record Level in Foreign Trade,Germany Achieves Record Level in Foreign Trade EU|Federal Statistics Office|German,Economy,,2000-01-11T00:00:00Z,BulkLexisNexis,,EU|Federal Statistics Office|German,Wiesbaden,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-922H-00000-00&context=1516831
2.02E+16,Globe-trotting Milutinovic to Coach Chinese National Squad,Globe-trotting Milutinovic to Coach Chinese National Squad Chinese Football Association|CAF|Yugoslavs|Chinese,Entertainment,,2000-01-11T00:00:00Z,BulkLexisNexis,"Federal Republic of Germany, Germany|People's Republic of China, China",Chinese Football Association|CAF|Yugoslavs|Chinese,China|Germany|Sydney,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-922J-00000-00&context=1516831
2.02E+16,"Gold Holds Steady, Silver Up in India","Gold Holds Steady, Silver Up in India ",Economy,,2000-01-11T00:00:00Z,BulkLexisNexis,United States,,U.S.|Bombay|Mumbai,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-922K-00000-00&context=1516831
2.02E+16,Gold Price in Hong Kong Up,Gold Price in Hong Kong Up Po Sang Bank,Economy,,2000-01-11T00:00:00Z,BulkLexisNexis,"Hong Kong Special Administrative Region, Hong Kong|United States",Po Sang Bank,HK|U.S.|Hong Kong,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-922M-00000-00&context=1516831
2.02E+16,Greece Successfully Auctions 20-Year Bond Issue,Greece Successfully Auctions 20-Year Bond Issue ANA|Athens News Agency|Greek,Economy,,2000-01-11T00:00:00Z,BulkLexisNexis,"United States|Hellenic Republic, Greece",ANA|Athens News Agency|Greek,Greece|U.S.,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-922N-00000-00&context=1516831
2.02E+16,Greek Foreign Minister Visits Cyprus,Greek Foreign Minister Visits Cyprus EU|European Union|United Nations|EU Helsinki|U.N.|European|Cypriot|Greek,Politics,,2000-01-11T00:00:00Z,BulkLexisNexis,"Republic of Cyprus, Cyprus",EU|European Union|United Nations|EU Helsinki|U.N.|European|Cypriot|Greek,New York|Turkey|Cyprus|Geneva|Athens,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-922P-00000-00&context=1516831
2.02E+16,"Greek, Italian Premiers Back Lifting of Embargo On Serbia","Greek, Italian Premiers Back Lifting of Embargo On Serbia EU|European Union|Stability Pact|Italian|Opposition|Serbian|European|Greek",Economy,,2000-01-11T00:00:00Z,BulkLexisNexis,"Serbia|Repubblica Italiana, Italy|United States|Hellenic Republic, Greece",EU|European Union|Stability Pact|Italian|Opposition|Serbian|European|Greek,Greece|Balkan|U.S.|Italy|Ancona|Serbia|Balkans|Adriatic Sea,https://advance.lexis.com/api/document?collection=News&id=urn:contentItem:3Y9T-RHH0-00RC-922R-00000-00&context=1516831
